,tweet_text,adj,question,answer_a,answer_b,Prediction_A,Prediction_B,Dif_Scores_A.B
17564,And 90% of my comments are bots 🤖 http,decisive,How can this statement be described?,decisive,not decisive,,,
17565,And 90% of my comments are bots 🤖 http,diplomatic,How can this statement be described?,diplomatic,not diplomatic,,,
17566,And 90% of my comments are bots 🤖 http,affectionate,How can this statement be described?,affectionate,not affectionate,,,
17567,And 90% of my comments are bots 🤖 http,hardworking,How can this statement be described?,hardworking,not hardworking,,,
17568,And 90% of my comments are bots 🤖 http,observant,How can this statement be described?,observant,not observant,,,
17569,And 90% of my comments are bots 🤖 http,helpful,How can this statement be described?,helpful,not helpful,,,
17570,And 90% of my comments are bots 🤖 http,optimistic,How can this statement be described?,optimistic,not optimistic,,,
17571,And 90% of my comments are bots 🤖 http,honest,How can this statement be described?,honest,not honest,,,
17572,And 90% of my comments are bots 🤖 http,funny,How can this statement be described?,funny,not funny,,,
17573,And 90% of my comments are bots 🤖 http,amusing,How can this statement be described?,amusing,not amusing,,,
17574,And 90% of my comments are bots 🤖 http,calm,How can this statement be described?,calm,not calm,,,
17575,And 90% of my comments are bots 🤖 http,polite,How can this statement be described?,polite,not polite,,,
17576,And 90% of my comments are bots 🤖 http,charismatic,How can this statement be described?,charismatic,not charismatic,,,
17577,And 90% of my comments are bots 🤖 http,romantic,How can this statement be described?,romantic,not romantic,,,
17578,And 90% of my comments are bots 🤖 http,friendly,How can this statement be described?,friendly,not friendly,,,
17579,And 90% of my comments are bots 🤖 http,clever,How can this statement be described?,clever,not clever,,,
17580,And 90% of my comments are bots 🤖 http,compassionate,How can this statement be described?,compassionate,not compassionate,,,
17581,And 90% of my comments are bots 🤖 http,aggressive,How can this statement be described?,aggressive,not aggressive,,,
17582,And 90% of my comments are bots 🤖 http,cynical,How can this statement be described?,cynical,not cynical,,,
17583,And 90% of my comments are bots 🤖 http,grumpy,How can this statement be described?,grumpy,not grumpy,,,
17584,And 90% of my comments are bots 🤖 http,nervous,How can this statement be described?,nervous,not nervous,,,
17585,And 90% of my comments are bots 🤖 http,defensive,How can this statement be described?,defensive,not defensive,,,
17586,And 90% of my comments are bots 🤖 http,arrogant,How can this statement be described?,arrogant,not arrogant,,,
17587,And 90% of my comments are bots 🤖 http,impulsive,How can this statement be described?,impulsive,not impulsive,,,
17588,And 90% of my comments are bots 🤖 http,patronizing,How can this statement be described?,patronizing,not patronizing,,,
17589,And 90% of my comments are bots 🤖 http,pessimistic,How can this statement be described?,pessimistic,not pessimistic,,,
17590,And 90% of my comments are bots 🤖 http,sullen,How can this statement be described?,sullen,not sullen,,,
17591,And 90% of my comments are bots 🤖 http,stubborn,How can this statement be described?,stubborn,not stubborn,,,
17592,And 90% of my comments are bots 🤖 http,egotistical,How can this statement be described?,egotistical,not egotistical,,,
17593,And 90% of my comments are bots 🤖 http,rude,How can this statement be described?,rude,not rude,,,
17594,And 90% of my comments are bots 🤖 http,mean,How can this statement be described?,mean,not mean,,,
17595,And 90% of my comments are bots 🤖 http,secretive,How can this statement be described?,secretive,not secretive,,,
17596,And 90% of my comments are bots 🤖 http,bossy,How can this statement be described?,bossy,not bossy,,,
17597,And 90% of my comments are bots 🤖 http,sarcastic,How can this statement be described?,sarcastic,not sarcastic,,,
17598,And 90% of my comments are bots 🤖 http,irresponsible,How can this statement be described?,irresponsible,not irresponsible,,,
17599,And 90% of my comments are bots 🤖 http,lazy,How can this statement be described?,lazy,not lazy,,,
17600,And 90% of my comments are bots 🤖 http,selfish,How can this statement be described?,selfish,not selfish,,,
17601,"Almost every male character so far is a coward, a jerk or both. Only Galadriel is brave, smart and nice.",creative,How can this statement be described?,creative,not creative,,,
17602,"Almost every male character so far is a coward, a jerk or both. Only Galadriel is brave, smart and nice.",adventurous,How can this statement be described?,adventurous,not adventurous,,,
17603,"Almost every male character so far is a coward, a jerk or both. Only Galadriel is brave, smart and nice.",generous,How can this statement be described?,generous,not generous,,,
17604,"Almost every male character so far is a coward, a jerk or both. Only Galadriel is brave, smart and nice.",decisive,How can this statement be described?,decisive,not decisive,,,
17605,"Almost every male character so far is a coward, a jerk or both. Only Galadriel is brave, smart and nice.",diplomatic,How can this statement be described?,diplomatic,not diplomatic,,,
17606,"Almost every male character so far is a coward, a jerk or both. Only Galadriel is brave, smart and nice.",affectionate,How can this statement be described?,affectionate,not affectionate,,,
17607,"Almost every male character so far is a coward, a jerk or both. Only Galadriel is brave, smart and nice.",hardworking,How can this statement be described?,hardworking,not hardworking,,,
17608,"Almost every male character so far is a coward, a jerk or both. Only Galadriel is brave, smart and nice.",observant,How can this statement be described?,observant,not observant,,,
